연번,업소명,업태,업소주소
323,나빌레라,경양식,"대구광역시 중구 동성로5길 52(삼덕동1가, 지하1층)"
324,나스커피로스터스(NAS Coffee Roasters),기타,대구광역시 중구 약령길 33-38(계산동2가)
325,나우이피자,경양식,"대구광역시 중구 국채보상로142길 40(동인동4가, 지상1층)"
326,나의 피는 라멘으로 되어있어,일식,대구광역시 중구 공평로 55(1층 공평동)
327,나이스뎃(Nice That),경양식,"대구광역시 중구 중앙대로 417-1(1,2층 남일동)"
328,나이스웨더 현대백화점 대구점,기타,대구광역시 중구 달구벌대로 2077(현대백화점 지하2층 계산동2가)
329,나주 국시,분식,대구광역시 중구 이천로 208(대봉동)
330,나지막이,기타,대구광역시 중구 국채보상로150길 34(1층 동인동4가)
331,나지무,식육(숯불구이),대구광역시 중구 대봉로 194-5(대봉동)
332,낙동강,중국식,대구광역시 중구 서성로14길 115(향촌동)
333,낙산식당,한식,대구광역시 중구 종로 16-2(종로2가)
334,낙영찜갈비,한식,"대구광역시 중구 동덕로36길 9-17(동인동1가, ,297-4)"
335,낙영찜갈비 별관,한식,"대구광역시 중구 태평로 256-15(동인동1가, 지상1.2층)"
336,낙원순두부,한식,대구광역시 중구 동성로12길 21(2층 문화동)
337,낙원식당,한식,대구광역시 중구 북성로 102(북성로1가)
338,난(NaN),호프/통닭,대구광역시 중구 국채보상로 696-7(동인동4가)
339,날마다 오리,한식,대구광역시 중구 서성로16길 20(1층 서내동)
340,남강식당,한식,"대구광역시 중구 명륜로 70(남산동, 1지구1층9호)"
341,남궁식당,한식,"대구광역시 중구 중앙대로66길 29(남산동, 지상1층)"
342,남남통닭,호프/통닭,"대구광역시 중구 중앙대로 307-30(지상 1층 25,26호 남산동, 남문4지구아파트)"
343,남남포차,한식,"대구광역시 중구 명덕로35길 112(남산동, 지상1층 6호,7호)"
344,남도식당,회집,대구광역시 중구 경상감영길 165-5(동문동)
345,남문가맥,분식,대구광역시 중구 명륜로 70(남산동)
346,남문납작만두,분식,대구광역시 중구 명륜로 64-1(1층 남산동)
347,남문시장 마늘치킨,호프/통닭,"대구광역시 중구 명륜로 70(남산동, 남문아파트 1층4호)"
348,남문주자,식육(숯불구이),"대구광역시 중구 중앙대로61길 14(남산동, 지상1층)"
349,남산골,한식,대구광역시 중구 중앙대로58길 6(남산동)
350,남산골식당,한식,대구광역시 중구 달구벌대로414길 16-17(남산동)
351,남산골웰빙국밥,한식,"대구광역시 중구 남산로7길 101(남산동, 지상1층)"
352,남산동 이영옥 할매보쌈,한식,대구광역시 중구 명덕로35길 106(남산동)
353,남산동도루묵,한식,대구광역시 중구 중앙대로62길 31(1층 남산동)
354,남산동이영옥할매보쌈,한식,대구광역시 중구 명덕로35길 99(남산동)
355,남산면,한식,대구광역시 중구 관덕정길 13-11(지상 1층 남산동)
356,남산백옥,한식,대구광역시 중구 달구벌대로414길 16-3(지상 1층 남산동)
357,남산분식,분식,대구광역시 중구 남산로1길 94(남산동)
358,남산분식,분식,대구광역시 중구 남산로13길 9(남산병원 1층 남산동)
359,남산식당,한식,대구광역시 중구 재마루길 110(남산동)
360,남산식당,한식,대구광역시 중구 명덕로 225(화신빌딩 1층 대봉동)
361,남산식육,식육(숯불구이),대구광역시 중구 달구벌대로 2016-28(지상 1층 남산동)
362,남산에,일식,"대구광역시 중구 중앙대로66길 20(304동 105-2호 남산동, 반월당효성해링턴플레이스)"
363,남산올래,경양식,대구광역시 중구 중앙대로61길 21(남산동)
364,남송초밥,회집,대구광역시 중구 중앙대로79길 11(남일동)
365,남쑨이포차 삼덕점,기타,대구광역시 중구 달구벌대로447길 46(1층 삼덕동3가)
366,남양,한식,대구광역시 중구 큰장로28길 25(대신동)
367,남촌,한식,"대구광역시 중구 경상감영길 101(중앙상가 19, 23호 포정동)"
368,남촌식당,한식,대구광역시 중구 명륜로 7-17(남산동)
369,남포,한식,대구광역시 중구 경상감영길 238(1층 동문동)
370,남행 종로점,한식,대구광역시 중구 중앙대로77길 36(지상 1층 종로2가)
371,낫배드(NotBad),한식,"대구광역시 중구 동성로6길 45(공평동, 지상2층)"
372,낭만젊음사랑( RomanceYouthLove),기타,대구광역시 중구 국채보상로 634(2층 공평동)
373,내고향메기매운탕,경양식,대구광역시 중구 서성로13길 24-3(서성로1가)
374,냉면식당,냉면집,대구광역시 중구 동성로 80-8(용덕동)
375,냉면장수,한식,"대구광역시 중구 동성로6길 61(4층 406,407,408호 공평동)"
376,냠스,한식,대구광역시 중구 국채보상로123길 15(1층 문화동)
377,너구리,한식,대구광역시 중구 중앙대로 439(향촌동)
378,너구리와 옛날국수,한식,대구광역시 중구 중앙대로 439-1(향촌동)
379,네네치킨동성로점,호프/통닭,대구광역시 중구 서성로16길 37(1층 북성로2가)
380,네이바훗도,일식,대구광역시 중구 국채보상로 634(공평동)
381,년,기타,대구광역시 중구 달구벌대로447길 62-3(삼덕동근린생활주택 1층 삼덕동3가)
382,노네,호프/통닭,대구광역시 중구 동성로3길 62(1층 공평동)
383,노라,정종/대포집/소주방,대구광역시 중구 서성로14길 65(1층 대안동)
384,노란집,한식,대구광역시 중구 명덕로 133(B동 1층 남산동)
385,노르웨이의 숲,기타,대구광역시 중구 동성로2길 30-5(삼덕동1가)
386,노모어커피(NO MORE COFFEE),기타,대구광역시 중구 봉산문화2길 16-12(1층 봉산동)
387,노벨,경양식,"대구광역시 중구 달구벌대로 2081-16(계산동2가, 지상1,2층)"
388,노블다이닝,기타,대구광역시 중구 국채보상로123길 23(1층 동문동)
389,노상,식육(숯불구이),대구광역시 중구 동성로4길 28-12(삼덕동1가)
390,노세콘도(Nosecondo),경양식,대구광역시 중구 서성로16길 78(2층 대안동)
391,노엑시트,기타,"대구광역시 중구 경상감영길 212(동문동, 지상1층)"
392,노즈커피하우스,기타,대구광역시 중구 명덕로 279(1층 대봉동)
393,노크 동성로직영점2,기타,대구광역시 중구 동성로5길 79(3층 삼덕동1가)
394,노크 동성로직영점3,한식,대구광역시 중구 동성로5길 79(4층 삼덕동1가)
395,노크직영점,식육(숯불구이),대구광역시 중구 동성로5길 79(2층 삼덕동1가)
396,노큰롤(Nock n' roll),기타,대구광역시 중구 동덕로36길 124(1층 동인동4가)
397,노킹온헤븐스토어,경양식,"대구광역시 중구 공평로 26-9(삼덕동2가, 지하1층)"
398,노팅힐,한식,대구광역시 중구 동덕로 54(지상1층 대봉동)
399,노팅힐 커피하우스,기타,대구광역시 중구 명륜로23길 56(1층 봉산동)
400,노플렉스(No-flex),한식,대구광역시 중구 달구벌대로447길 8-14(지상2층 삼덕동3가)
401,노필터,기타,대구광역시 중구 봉산문화2길 36(봉산동)
402,녹두생고기,정종/대포집/소주방,"대구광역시 중구 대봉로43길 21(401동 113호 대봉동, 더샵 리비테르 1차)"
403,녹색지대,한식,대구광역시 중구 국채보상로150길 76-12(1층 삼덕동3가)
404,녹양,식육(숯불구이),대구광역시 중구 중앙대로 439-1(향촌동)
405,녹원숯불갈비,식육(숯불구이),"대구광역시 중구 중앙대로61길 27(남산동, 지상1층)"
406,녹정,한식,대구광역시 중구 북성로 104-16(향촌동)
407,놀부 소문난 돼지국밥,탕류(보신용),"대구광역시 중구 종로 8-1(덕산동, 지상1층)"
408,놀이터,경양식,"대구광역시 중구 동성로2길 71(공평동, 지상4층)"
409,누렁소,식육(숯불구이),대구광역시 중구 국채보상로131길 24(동인동2가)
410,누하스라운지,경양식,대구광역시 중구 달구벌대로 2095(삼성생명 1층 덕산동)
411,눈꽃곱창,경양식,대구광역시 중구 공평로8길 38(지상1층 삼덕동2가)
412,뉴대보식당,한식,대구광역시 중구 경상감영길 117-7(향촌동)
413,뉴벌스(New birth),경양식,대구광역시 중구 경상감영길 205(지하1층 동문동)
414,뉴살라딘 동성로점,한식,대구광역시 중구 동성로3길 67(공평동)
415,뉴스쿨(NEW SCHOOL),정종/대포집/소주방,대구광역시 중구 동성로12길 72(1층 공평동)
416,뉴욕버거,기타,"대구광역시 중구 남산로7길 7(303동 108호 남산동, 남산역 화성파크드림)"
417,뉴욕식당,한식,대구광역시 중구 관덕정길 13-10(남산동)
418,뉴욕통닭,호프/통닭,대구광역시 중구 종로 12(동성로3가)
419,느린마을양조장 대구동성로점,한식,대구광역시 중구 동성로2길 23(지상2층 삼덕동1가)
420,느티나무칼국수앤드돈까스,경양식,"대구광역시 중구 동덕로 55(대봉동, 대봉태왕아너스 111동 109호)"
421,늘솜 석쇠 불고기,중국식,대구광역시 중구 국채보상로 735(1층 동인동4가)
422,늘푸른솔밭길(봉산본점),한식,대구광역시 중구 이천로 229-4(지상2층 봉산동)
423,니가아는식당,경양식,대구광역시 중구 달구벌대로418길 12-1(남산동)
424,니노,호프/통닭,대구광역시 중구 명륜로 155(대봉동)
425,니하우,중국식,대구광역시 중구 달구벌대로 2145-2(삼덕동1가)
426,다금 예전 칼국수,분식,대구광역시 중구 국채보상로102길 5-35(계산동1가)
427,다금 예전칼국수,한식,"대구광역시 중구 약령길 33-24(계산동2가, 지상1층)"
428,다나,,대구광역시 중구 동성로2길 12-24(봉산동)
429,다님길떡볶이,한식,대구광역시 중구 중앙대로 412-8(남일동)
430,다락방,한식,대구광역시 중구 경상감영1길 43(대안동)
431,다래푸드,한식,대구광역시 중구 남산로17길 135(1층 남산동)
432,다미식당,한식,대구광역시 중구 문우관길 45(남산동)
433,다미한식도시락,김밥(도시락),"대구광역시 중구 약령길 22(계산동2가, 지상1층)"
434,다복식당,한식,"대구광역시 중구 경상감영길 117-7(대보백화점 2층 70,71,72호 향촌동)"
435,다영,한식,대구광역시 중구 중앙대로 338-3(남산동)
436,다원,한식,대구광역시 중구 경상감영길 98(포정동)
437,다이닝야경 동성로점,기타,대구광역시 중구 동성로4길 47(지상 1층 삼덕동1가)
438,다이벌스,경양식,"대구광역시 중구 공평로8길 36(삼덕동2가, 지상1층)"
439,다인국밥,한식,"대구광역시 중구 동성로3길 20(삼덕동1가, 104호)"
440,다전칼국수,한식,대구광역시 중구 종로 24-1(1층 종로2가)
441,다정식당,한식,"대구광역시 중구 동덕로36길 28(동인동2가, 지상1층)"
442,다정옥,한식,"대구광역시 중구 달성로22길 12(인교동, 지상1층)"
443,다찌리,기타,대구광역시 중구 동덕로30길 139-4(1층 동인동4가)
444,다희집,한식,대구광역시 중구 동덕로30길 63-6(동인동4가)
445,닥엔돈스 남산점,한식,대구광역시 중구 명덕로 71(1층 남산동)
446,단골손님,식육(숯불구이),"대구광역시 중구 공평로 34(삼덕동2가, 지상1층)"
447,단아정,한식,대구광역시 중구 동덕로 177(동인동2가)
448,달공 영계통닭,호프/통닭,"대구광역시 중구 달성공원로 65(달성동, 지상1층)"
449,달구똥,한식,"대구광역시 중구 달구벌대로450길 6-4(대봉동, 지상1층)"
450,달구벌 나폴리피자,경양식,대구광역시 중구 국채보상로 694(지하1층 동인동2가)
451,달구벌경양식,경양식,대구광역시 중구 동덕로26길 10-10(지상1층 삼덕동2가)
452,달달,기타,대구광역시 중구 동성로3길 20(1층 118호 삼덕동1가)
453,달래식당,한식,대구광역시 중구 경상감영길 117-7(향촌동)
454,달려라 먹빵,일식,대구광역시 중구 동성로3길 85(지상 1층 공평동)
455,달맞이,한식,"대구광역시 중구 서성로20길 7(수창동, 지상1층)"
456,달맞이식당,한식,대구광역시 중구 경상감영1길 44-3(향촌동)
457,달밥,한식,대구광역시 중구 중앙대로77길 45(2층 206호 종로2가)
458,달벌 생막창,한식,대구광역시 중구 교동길 13-3(지상 1층 화전동)
459,달벌 생막창,한식,대구광역시 중구 교동길 13-5(지상 1층 화전동)
460,달빛 산오징어 해산물 포차,일식,대구광역시 중구 동덕로36길 24(1층 동인동2가)
461,달빛 한모금,경양식,대구광역시 중구 동성로3길 58-8(2층 삼덕동1가)
462,달빛 한모금,,"대구광역시 중구 동성로3길 58-8(삼덕동1가, 지상3층)"
463,달빛마녀,경양식,"대구광역시 중구 동성로4길 113-11(공평동, 지상2층)"
464,달빛여우,기타,대구광역시 중구 동성로5길 77(1층 삼덕동1가)
465,달인의찜닭,한식,대구광역시 중구 동성로6길 12-9(공평동)
466,달콤한점빵,기타,대구광역시 중구 명덕로55길 4(1층 대봉동)
467,달팽이식당,한식,대구광역시 중구 중앙대로81길 46(종로1가)
468,닭동가리 대구종로점,호프/통닭,"대구광역시 중구 종로 35(종로2가, 지상1층)"
469,닭발고(Go),중국식,대구광역시 중구 국채보상로 733-2(1층 동인동4가)
470,닭발굽는청년 교동점,한식,대구광역시 중구 교동1길 35(지상 1층 동문동)
471,닭올닭찜닭,한식,"대구광역시 중구 남산로17길 119(남산동, 지상1층)"
472,담,일식,"대구광역시 중구 남성로 18(남성로, 지상1층)"
473,담다디,한식,대구광역시 중구 경상감영길 205(지상1층 동문동)
474,당주(Dang Ju),일식,"대구광역시 중구 동성로12길 62(1,2층 공평동)"
475,당초객잔,한식,"대구광역시 중구 교동길 51(1,2층 교동)"
